股票代码,企业名称,年份,人工智能词频数,大数据词频数,云计算词频数,区块链词频数,数字技术运用词频数,数字化转型指数,标准化转型指数(0-100),总词频数
002443,金洲管道,2022,0,0,0,0,4,-0.25,2.68,4
002444,巨星科技,2022,3,0,0,0,5,-0.2,3,8
002445,中南文化,2022,0,0,0,0,0,-0.24,2.73,0
002446,盛路通信,2022,8,1,14,0,14,0.05,4.72,37
002448,中原内配,2022,0,2,1,0,10,-0.21,2.95,13
002449,国星光电,2022,2,2,2,0,22,-0.18,3.11,28
002451,摩恩电气,2022,0,0,0,0,10,-0.26,2.61,10
002452,长高电新,2022,0,1,2,0,2,-0.2,3,5
002453,华软科技,2022,1,0,1,0,6,-0.22,2.85,8
002454,松芝股份,2022,0,0,0,0,3,-0.24,2.69,3
002455,百川股份,2022,0,0,0,0,1,-0.24,2.72,1
002456,欧菲光,2022,15,16,2,0,12,0.32,6.55,45
002457,青龙管业,2022,0,1,1,0,0,-0.21,2.94,2
002458,益生股份,2022,0,0,1,0,0,-0.23,2.81,1
002459,晶澳科技,2022,2,3,1,0,4,-0.14,3.38,10
002460,赣锋锂业,2022,0,0,0,0,4,-0.25,2.68,4
002461,珠江啤酒,2022,0,0,1,0,5,-0.24,2.75,6
002462,嘉事堂,2022,0,0,1,0,3,-0.23,2.77,4
002463,沪电股份,2022,8,2,2,0,0,-0.05,4.05,12
002465,海格通信,2022,7,5,6,1,2,0.12,5.18,21
002466,天齐锂业,2022,1,0,0,0,0,-0.22,2.84,1
002467,二六三,2022,14,14,22,3,29,0.71,9.21,82
002468,申通快递,2022,1,2,10,1,13,-0.01,4.3,27
002469,三维化学,2022,0,0,0,0,7,-0.25,2.64,7
002470,ST金正,2022,0,0,2,0,8,-0.23,2.79,10
002471,中超控股,2022,0,0,0,0,2,-0.24,2.7,2
002472,双环传动,2022,1,2,3,0,19,-0.18,3.12,25
002474,榕基软件,2022,16,62,45,8,16,2.38,20.55,147
002475,立讯精密,2022,8,5,4,0,4,0.03,4.56,21
002476,宝莫股份,2022,0,0,0,0,0,-0.24,2.73,0
002478,常宝股份,2022,0,0,0,0,3,-0.24,2.69,3
002479,富春环保,2022,0,1,0,0,1,-0.22,2.85,2
002480,新筑股份,2022,0,1,0,0,0,-0.22,2.86,1
002481,双塔食品,2022,0,0,0,0,0,-0.24,2.73,0
002482,ST广田,2022,0,0,0,0,5,-0.25,2.67,5
002483,润邦股份,2022,1,1,0,0,3,-0.21,2.94,5
002484,江海股份,2022,0,0,0,0,0,-0.24,2.73,0
002485,＊ST雪发,2022,0,0,0,1,1,-0.16,3.26,2
002486,嘉麟杰,2022,0,0,0,0,7,-0.25,2.64,7
002487,大金重工,2022,0,0,0,0,0,-0.24,2.73,0
002488,金固股份,2022,0,0,2,2,5,-0.07,3.91,9
002489,浙江永强,2022,0,0,0,0,5,-0.25,2.67,5
002490,山东墨龙,2022,1,0,0,0,0,-0.22,2.84,1
002491,通鼎互联,2022,1,4,6,0,8,-0.09,3.76,19
002492,恒基达鑫,2022,6,5,2,0,0,-0.02,4.22,13
002493,荣盛石化,2022,0,0,0,0,0,-0.24,2.73,0
002494,华斯股份,2022,0,0,0,0,0,-0.24,2.73,0
002495,佳隆股份,2022,0,0,0,0,0,-0.24,2.73,0
002496,辉丰股份,2022,0,1,0,0,6,-0.23,2.79,7
002497,雅化集团,2022,0,0,0,0,5,-0.25,2.67,5
002498,汉缆股份,2022,1,1,2,0,7,-0.19,3.05,11
002500,山西证券,2022,1,5,3,1,5,-0.02,4.23,15
002501,利源精制,2022,0,0,0,0,3,-0.24,2.69,3
002502,ST鼎龙,2022,0,0,0,0,1,-0.24,2.72,1
002503,搜于特,2022,0,0,0,0,3,-0.24,2.69,3
002504,＊ST弘高,2022,0,10,0,0,1,-0.05,4.04,11
002505,鹏都农牧,2022,0,1,0,0,8,-0.23,2.76,9
002506,协鑫集成,2022,0,0,0,0,5,-0.25,2.67,5
002507,涪陵榨菜,2022,0,0,0,0,14,-0.26,2.56,14
002508,老板电器,2022,3,1,0,0,11,-0.19,3.06,15
002510,天汽模,2022,0,0,0,0,2,-0.24,2.7,2
002511,中顺洁柔,2022,0,0,0,0,7,-0.25,2.64,7
002512,达华智能,2022,1,8,10,16,7,1.31,13.29,42
002513,蓝丰生化,2022,0,0,0,0,0,-0.24,2.73,0
002514,宝馨科技,2022,2,4,4,1,185,-0.33,2.13,196
002515,金字火腿,2022,0,0,0,0,5,-0.25,2.67,5
002516,旷达科技,2022,2,0,0,0,0,-0.21,2.95,2
002517,恺英网络,2022,13,2,0,1,8,0.08,4.89,24
002518,科士达,2022,1,3,6,0,9,-0.11,3.62,19
002519,银河电子,2022,1,2,0,0,15,-0.21,2.92,18
002520,日发精机,2022,0,0,0,0,11,-0.26,2.6,11
002521,齐峰新材,2022,0,0,0,0,0,-0.24,2.73,0
002522,浙江众成,2022,0,2,0,0,0,-0.2,2.99,2
002523,天桥起重,2022,1,1,2,0,9,-0.2,3.03,13
002524,光正眼科,2022,0,0,0,0,0,-0.24,2.73,0
002526,山东矿机,2022,2,3,4,0,2,-0.1,3.65,11
002527,新时达,2022,6,1,3,1,6,-0.02,4.24,17
002528,英飞拓,2022,24,36,28,1,97,1.1,11.84,186
002529,海源复材,2022,0,0,0,0,2,-0.24,2.7,2
002530,金财互联,2022,11,13,7,17,16,1.6,15.26,64
002531,天顺风能,2022,1,0,1,0,2,-0.21,2.9,4
002532,天山铝业,2022,0,0,0,0,0,-0.24,2.73,0
002533,金杯电工,2022,1,2,0,0,13,-0.21,2.95,16
002534,西子洁能,2022,0,0,0,0,7,-0.25,2.64,7
002535,ST林重,2022,0,0,0,0,0,-0.24,2.73,0
002536,飞龙股份,2022,0,0,0,0,1,-0.24,2.72,1
002537,海联金汇,2022,3,0,1,26,90,1.73,16.13,120
002538,司尔特,2022,1,3,2,0,5,-0.15,3.34,11
002539,云图控股,2022,0,0,0,0,7,-0.25,2.64,7
002540,亚太科技,2022,0,0,0,0,0,-0.24,2.73,0
002541,鸿路钢构,2022,0,0,0,0,21,-0.28,2.47,21
002542,中化岩土,2022,0,0,0,0,1,-0.24,2.72,1
002543,万和电气,2022,2,0,1,1,16,-0.14,3.38,20
002544,普天科技,2022,2,6,10,1,23,0.07,4.83,42
002545,东方铁塔,2022,1,0,0,0,2,-0.23,2.81,3
002546,新联电子,2022,0,5,9,0,4,-0.04,4.08,18
002547,春兴精工,2022,0,0,1,0,1,-0.23,2.8,2
002548,金新农,2022,1,0,0,0,0,-0.22,2.84,1
002549,凯美特气,2022,0,0,0,0,0,-0.24,2.73,0
002550,千红制药,2022,0,0,0,0,0,-0.24,2.73,0
002551,尚荣医疗,2022,0,0,0,0,0,-0.24,2.73,0
002552,宝鼎科技,2022,4,4,4,1,3,0.03,4.54,16
002553,南方精工,2022,0,0,3,0,6,-0.21,2.9,9
002554,惠博普,2022,0,0,0,0,0,-0.24,2.73,0
002555,三七互娱,2022,19,5,3,1,12,0.26,6.15,40
002556,辉隆股份,2022,0,0,1,0,5,-0.24,2.75,6
002557,洽洽食品,2022,0,0,0,0,14,-0.26,2.56,14
002558,巨人网络,2022,14,1,0,0,1,0.01,4.41,16
002559,亚威股份,2022,1,3,0,0,53,-0.26,2.6,57
002560,通达股份,2022,0,2,0,0,12,-0.22,2.85,14
002561,徐家汇,2022,0,1,0,0,16,-0.25,2.67,17
002562,兄弟科技,2022,0,0,0,0,0,-0.24,2.73,0
002563,森马服饰,2022,2,3,0,0,21,-0.19,3.1,26
002564,天沃科技,2022,0,0,0,0,1,-0.24,2.72,1
002565,顺灏股份,2022,0,0,2,0,1,-0.22,2.88,3
002566,益盛药业,2022,0,0,0,0,0,-0.24,2.73,0
002567,唐人神,2022,0,2,2,0,0,-0.18,3.16,4
002568,百润股份,2022,0,2,0,0,0,-0.2,2.99,2
002569,ST步森,2022,0,1,0,0,7,-0.23,2.78,8
002570,贝因美,2022,0,0,0,0,13,-0.26,2.57,13
002571,德力股份,2022,0,0,0,0,6,-0.25,2.66,6
002572,索菲亚,2022,0,2,1,0,8,-0.2,2.98,11
002573,清新环境,2022,0,2,0,0,0,-0.2,2.99,2
002574,明牌珠宝,2022,0,0,0,0,15,-0.27,2.55,15
002575,群兴玩具,2022,1,15,2,0,2,0.09,4.97,20
002576,通达动力,2022,0,0,0,0,3,-0.24,2.69,3
002577,雷柏科技,2022,2,2,0,0,10,-0.19,3.1,14
002578,闽发铝业,2022,0,0,0,0,1,-0.24,2.72,1
002579,中京电子,2022,7,3,12,0,13,0.05,4.73,35
002580,圣阳股份,2022,0,1,1,0,3,-0.21,2.91,5
002581,未名医药,2022,0,0,0,0,0,-0.24,2.73,0
002582,好想你,2022,0,0,0,0,41,-0.31,2.23,41
002583,海能达,2022,2,6,9,0,14,-0.01,4.31,31
002584,西陇科学,2022,1,1,1,0,5,-0.2,2.99,8
002585,双星新材,2022,1,2,0,0,8,-0.2,3.01,11
002586,ST围海,2022,0,0,0,0,0,-0.24,2.73,0
002587,奥拓电子,2022,38,17,7,4,29,1.07,11.62,95
002588,史丹利,2022,0,0,0,0,1,-0.24,2.72,1
002589,瑞康医药,2022,2,2,2,0,2,-0.15,3.35,8
002590,万安科技,2022,1,0,0,0,0,-0.22,2.84,1
002591,恒大高新,2022,0,0,1,0,2,-0.23,2.78,3
002592,ST八菱,2022,0,1,0,0,4,-0.23,2.81,5
002593,日上集团,2022,0,1,6,0,4,-0.16,3.3,11
002594,比亚迪,2022,4,2,1,0,5,-0.13,3.46,12
002595,豪迈科技,2022,0,0,0,0,1,-0.24,2.72,1
002596,海南瑞泽,2022,0,0,0,0,0,-0.24,2.73,0
002597,金禾实业,2022,0,0,0,0,1,-0.24,2.72,1
002598,山东章鼓,2022,8,4,7,0,21,0.02,4.47,40
002599,盛通股份,2022,20,2,2,0,6,0.14,5.32,30
002600,领益智造,2022,4,2,2,0,18,-0.14,3.39,26
002601,龙佰集团,2022,0,0,0,0,9,-0.26,2.62,9
002602,世纪华通,2022,20,11,12,0,1,0.45,7.39,44
002603,以岭药业,2022,0,0,0,0,11,-0.26,2.6,11
002605,姚记科技,2022,0,4,1,1,7,-0.08,3.8,13
002606,大连电瓷,2022,0,0,0,0,4,-0.25,2.68,4
002607,中公教育,2022,1,0,0,0,2,-0.23,2.81,3
002608,江苏国信,2022,0,2,0,0,1,-0.2,2.98,3
002609,捷顺科技,2022,0,9,2,0,11,-0.06,3.95,22
002610,爱康科技,2022,0,0,0,0,0,-0.24,2.73,0
002611,东方精工,2022,7,14,14,0,125,0.1,5.01,160
002612,朗姿股份,2022,1,4,0,0,0,-0.14,3.37,5
002613,北玻股份,2022,0,0,0,0,6,-0.25,2.66,6
002614,奥佳华,2022,1,1,0,0,5,-0.21,2.91,7
002615,哈尔斯,2022,0,1,0,2,5,-0.07,3.88,8
002616,长青集团,2022,2,0,0,0,13,-0.23,2.79,15
002617,露笑科技,2022,0,1,0,0,3,-0.23,2.82,4
002620,瑞和股份,2022,0,2,0,0,1,-0.2,2.98,3
002621,美吉姆,2022,1,0,0,0,1,-0.22,2.83,2
002622,皓宸医疗,2022,0,5,0,0,3,-0.15,3.36,8
002623,亚玛顿,2022,1,0,0,0,5,-0.23,2.78,6
002624,完美世界,2022,5,0,0,3,6,0.07,4.84,14
002625,光启技术,2022,0,0,2,0,3,-0.22,2.85,5
002626,金达威,2022,0,0,0,0,15,-0.27,2.55,15
002627,三峡旅游,2022,0,0,0,0,0,-0.24,2.73,0
002628,成都路桥,2022,0,0,0,0,0,-0.24,2.73,0
002629,仁智股份,2022,0,0,0,0,0,-0.24,2.73,0
002630,华西能源,2022,0,0,0,0,2,-0.24,2.7,2
002631,德尔未来,2022,0,1,0,0,24,-0.26,2.57,25
002632,道明光学,2022,0,0,0,0,0,-0.24,2.73,0
002633,申科股份,2022,0,0,2,0,1,-0.22,2.88,3
002634,棒杰股份,2022,0,0,0,0,4,-0.25,2.68,4
002635,安洁科技,2022,1,15,2,0,2,0.09,4.97,20
002636,金安国纪,2022,1,0,1,0,0,-0.21,2.92,2
002637,赞宇科技,2022,0,0,2,0,0,-0.22,2.89,2
002638,勤上股份,2022,0,0,2,0,5,-0.22,2.83,7
002639,雪人股份,2022,1,1,8,0,2,-0.11,3.6,12
002640,跨境通,2022,1,4,1,0,117,-0.34,2.05,123
002641,公元股份,2022,0,0,1,0,2,-0.23,2.78,3
002642,荣联科技,2022,14,62,34,1,5,1.68,15.78,116
002643,万润股份,2022,0,0,0,0,0,-0.24,2.73,0
002644,佛慈制药,2022,0,2,0,0,4,-0.21,2.94,6
002645,华宏科技,2022,0,1,4,0,6,-0.18,3.11,11
002646,天佑德酒,2022,0,1,0,0,10,-0.24,2.74,11
002647,仁东控股,2022,2,12,1,4,66,0.24,6,85
002648,卫星化学,2022,0,0,0,0,2,-0.24,2.7,2
002649,博彦科技,2022,11,16,13,4,26,0.68,8.99,70
002650,加加食品,2022,0,0,0,0,5,-0.25,2.67,5
002651,利君股份,2022,1,0,0,0,4,-0.23,2.79,5
002652,扬子新材,2022,0,1,0,0,0,-0.22,2.86,1
002653,海思科,2022,0,0,0,0,0,-0.24,2.73,0
002654,万润科技,2022,2,1,2,0,10,-0.18,3.13,15
002655,共达电声,2022,1,2,3,0,21,-0.19,3.1,27
002656,ST摩登,2022,0,0,0,0,9,-0.26,2.62,9
002657,中科金财,2022,31,18,1,20,37,2.16,19.04,107
002658,雪迪龙,2022,6,20,15,4,4,0.74,9.39,49
002659,凯文教育,2022,3,2,1,0,1,-0.14,3.4,7
002660,茂硕电源,2022,1,0,4,0,0,-0.18,3.16,5
002661,克明食品,2022,0,0,0,0,5,-0.25,2.67,5
002662,京威股份,2022,0,0,0,0,13,-0.26,2.57,13
002663,普邦股份,2022,0,0,1,0,3,-0.23,2.77,4
002664,信质集团,2022,1,1,0,0,3,-0.21,2.94,5
002665,首航高科,2022,0,0,0,0,3,-0.24,2.69,3
002666,德联集团,2022,0,0,0,0,11,-0.26,2.6,11
002667,威领股份,2022,0,3,2,0,0,-0.16,3.29,5
002668,奥马电器,2022,0,3,0,0,5,-0.19,3.07,8
002669,康达新材,2022,2,1,0,0,5,-0.2,3.02,8
002670,国盛金控,2022,1,3,0,0,14,-0.19,3.07,18
002671,龙泉股份,2022,0,0,0,0,4,-0.25,2.68,4
002672,东江环保,2022,1,1,0,0,1,-0.21,2.96,3
002673,西部证券,2022,1,3,0,1,11,-0.1,3.65,16
002674,兴业科技,2022,1,0,0,0,1,-0.22,2.83,2
002675,东诚药业,2022,0,0,0,0,0,-0.24,2.73,0
002676,顺威股份,2022,0,0,0,0,24,-0.28,2.44,24
002677,浙江美大,2022,1,0,1,0,6,-0.22,2.85,8
002678,珠江钢琴,2022,0,0,0,0,3,-0.24,2.69,3
002679,福建金森,2022,0,0,0,0,0,-0.24,2.73,0
002681,奋达科技,2022,2,0,0,0,0,-0.21,2.95,2
002682,龙洲股份,2022,0,0,0,0,2,-0.24,2.7,2
002683,广东宏大,2022,1,0,0,0,1,-0.22,2.83,2
002685,华东重机,2022,1,0,0,0,14,-0.25,2.67,15
002686,亿利达,2022,0,0,1,0,1,-0.23,2.8,2
002687,乔治白,2022,0,1,0,0,0,-0.22,2.86,1
002688,金河生物,2022,0,0,0,0,1,-0.24,2.72,1
002689,远大智能,2022,4,3,12,0,2,0.02,4.52,21
002690,美亚光电,2022,6,1,1,0,3,-0.11,3.58,11
002691,冀凯股份,2022,2,0,0,0,1,-0.21,2.94,3
002692,ST远程,2022,0,0,0,0,3,-0.24,2.69,3
002693,双成药业,2022,0,0,1,0,1,-0.23,2.8,2
002694,顾地科技,2022,0,0,0,0,0,-0.24,2.73,0
002695,煌上煌,2022,0,0,0,0,4,-0.25,2.68,4
002696,百洋股份,2022,0,0,0,0,1,-0.24,2.72,1
002697,红旗连锁,2022,0,3,0,0,1,-0.18,3.11,4
002698,博实股份,2022,20,2,2,1,154,-0.04,4.08,179
002699,＊ST美盛,2022,0,1,0,1,12,-0.16,3.26,14
002700,ST浩源,2022,0,0,1,0,0,-0.23,2.81,1
002701,奥瑞金,2022,0,1,1,0,9,-0.22,2.83,11
002702,海欣食品,2022,0,0,2,0,13,-0.24,2.73,15
002703,浙江世宝,2022,0,0,5,0,0,-0.18,3.13,5
002705,新宝股份,2022,1,0,0,0,14,-0.25,2.67,15
002706,良信股份,2022,3,4,2,0,11,-0.11,3.62,20
002707,众信旅游,2022,1,0,2,2,4,-0.05,4.04,9
002708,光洋股份,2022,5,0,2,0,9,-0.15,3.34,16
002709,天赐材料,2022,0,0,2,0,3,-0.22,2.85,5
002712,思美传媒,2022,0,0,0,0,2,-0.24,2.7,2
002713,东易日盛,2022,4,5,0,0,34,-0.14,3.43,43
002714,牧原股份,2022,1,2,4,0,1,-0.14,3.42,8
002715,登云股份,2022,0,0,0,0,0,-0.24,2.73,0
002716,金贵银业,2022,0,0,0,0,0,-0.24,2.73,0
002717,岭南股份,2022,0,5,0,0,1,-0.14,3.38,6
002718,友邦吊顶,2022,0,0,1,0,2,-0.23,2.78,3
002719,麦趣尔,2022,0,0,0,0,2,-0.24,2.7,2
002721,金一文化,2022,0,0,0,0,1,-0.24,2.72,1
002722,物产金轮,2022,0,0,0,0,4,-0.25,2.68,4
002723,小崧股份,2022,0,0,0,0,1,-0.24,2.72,1
002724,海洋王,2022,1,2,2,0,2,-0.16,3.24,7
002725,跃岭股份,2022,0,0,0,0,0,-0.24,2.73,0
002726,龙大美食,2022,1,0,0,0,0,-0.22,2.84,1
002727,一心堂,2022,0,1,2,3,18,0.01,4.43,24
002728,特一药业,2022,0,0,0,0,2,-0.24,2.7,2
002729,好利科技,2022,0,1,2,0,4,-0.2,2.97,7
002730,电光科技,2022,3,3,6,0,0,-0.06,3.95,12
002731,萃华珠宝,2022,0,0,0,0,0,-0.24,2.73,0
002732,燕塘乳业,2022,1,1,0,0,12,-0.22,2.83,14
002733,雄韬股份,2022,2,4,5,0,1,-0.07,3.88,12
002734,利民股份,2022,0,0,4,0,3,-0.2,3.02,7
002735,王子新材,2022,0,0,0,0,4,-0.25,2.68,4
002736,国信证券,2022,0,0,0,0,0,-0.24,2.73,0
002737,葵花药业,2022,0,0,0,0,8,-0.25,2.63,8
002738,中矿资源,2022,1,0,1,0,2,-0.21,2.9,4
002739,万达电影,2022,0,3,4,0,6,-0.14,3.38,13
002740,ST爱迪尔,2022,0,0,0,1,0,-0.16,3.27,1
002741,光华科技,2022,0,0,0,0,2,-0.24,2.7,2
002742,ST三圣,2022,0,5,0,0,2,-0.15,3.37,7
002743,富煌钢构,2022,0,0,0,0,4,-0.25,2.68,4
002745,木林森,2022,2,3,8,0,13,-0.08,3.84,26
002746,仙坛股份,2022,0,0,0,0,0,-0.24,2.73,0
002747,埃斯顿,2022,5,7,2,0,59,-0.1,3.67,73
002748,世龙实业,2022,0,1,0,0,0,-0.22,2.86,1
002749,国光股份,2022,0,0,0,0,1,-0.24,2.72,1
002750,龙津药业,2022,0,0,0,0,5,-0.25,2.67,5
002751,＊ST易尚,2022,5,30,4,1,13,0.53,7.98,53
002752,昇兴股份,2022,0,3,4,0,2,-0.14,3.43,9
002753,永东股份,2022,0,0,0,0,0,-0.24,2.73,0
002755,奥赛康,2022,0,1,0,0,0,-0.22,2.86,1
002756,永兴材料,2022,1,0,0,0,0,-0.22,2.84,1
002757,南兴股份,2022,12,9,79,0,22,1.04,11.42,122
002758,浙农股份,2022,0,1,1,0,5,-0.22,2.88,7
002759,天际股份,2022,0,0,2,0,1,-0.22,2.88,3
002760,凤形股份,2022,0,0,1,0,3,-0.23,2.77,4
002761,浙江建投,2022,1,1,1,0,3,-0.2,3.02,6
002762,金发拉比,2022,0,3,0,0,6,-0.19,3.05,9
002763,汇洁股份,2022,0,0,0,0,3,-0.24,2.69,3
002765,蓝黛科技,2022,0,1,6,0,4,-0.16,3.3,11
002766,索菱股份,2022,16,3,5,0,5,0.13,5.26,29
002767,先锋电子,2022,0,5,34,0,4,0.26,6.11,43
002768,国恩股份,2022,1,0,2,0,4,-0.21,2.95,7
002769,普路通,2022,0,0,1,1,8,-0.16,3.25,10
002771,真视通,2022,4,17,12,0,15,0.28,6.23,48
002772,众兴菌业,2022,0,0,1,0,0,-0.23,2.81,1
002773,康弘药业,2022,0,0,0,0,0,-0.24,2.73,0
002774,快意电梯,2022,1,1,9,0,0,-0.1,3.7,11
002775,文科园林,2022,1,1,2,0,0,-0.18,3.13,4
002776,ST柏龙,2022,0,0,0,0,5,-0.25,2.67,5
002777,久远银海,2022,13,46,14,7,17,1.57,15.02,97
002778,中晟高科,2022,0,2,1,0,2,-0.19,3.05,5
002779,中坚科技,2022,2,0,0,0,0,-0.21,2.95,2
002780,三夫户外,2022,0,0,0,0,5,-0.25,2.67,5
002781,＊ST奇信,2022,0,0,12,0,2,-0.1,3.68,14
002782,可立克,2022,0,0,0,0,4,-0.25,2.68,4
002783,凯龙股份,2022,1,2,1,1,7,-0.1,3.64,12
002785,万里石,2022,0,0,0,0,9,-0.26,2.62,9
002786,银宝山新,2022,0,2,3,0,6,-0.18,3.16,11
002787,华源控股,2022,0,0,1,0,1,-0.23,2.8,2
002788,鹭燕医药,2022,7,4,0,0,4,-0.05,3.99,15
002789,建艺集团,2022,2,0,0,0,2,-0.21,2.93,4
002790,瑞尔特,2022,0,0,0,0,7,-0.25,2.64,7
002791,坚朗五金,2022,0,2,0,0,10,-0.22,2.87,12
002792,通宇通讯,2022,0,0,4,0,5,-0.2,2.99,9
002793,罗欣药业,2022,0,0,0,0,1,-0.24,2.72,1
002795,永和智控,2022,0,1,3,0,0,-0.18,3.1,4
002796,世嘉科技,2022,0,0,0,0,1,-0.24,2.72,1
002797,第一创业,2022,0,4,1,1,10,-0.09,3.76,16
002798,帝欧家居,2022,0,1,0,0,2,-0.22,2.84,3
002799,环球印务,2022,5,10,3,7,25,0.59,8.35,50
002800,天顺股份,2022,3,4,3,0,0,-0.08,3.84,10
002801,微光股份,2022,0,0,0,0,4,-0.25,2.68,4
002802,洪汇新材,2022,0,0,0,0,2,-0.24,2.7,2
002803,吉宏股份,2022,9,7,1,3,97,0.12,5.2,117
002805,丰元股份,2022,0,0,1,0,0,-0.23,2.81,1
002806,华锋股份,2022,1,1,0,0,8,-0.22,2.88,10
002807,江阴银行,2022,1,3,1,3,4,0.08,4.89,12
002808,恒久科技,2022,3,7,5,18,3,1.43,14.11,36
002809,红墙股份,2022,0,0,0,0,1,-0.24,2.72,1
002810,山东赫达,2022,0,0,0,0,2,-0.24,2.7,2
002811,郑中设计,2022,0,0,3,0,3,-0.21,2.93,6
002812,恩捷股份,2022,0,1,0,0,3,-0.23,2.82,4
002813,路畅科技,2022,15,2,3,0,1,0.08,4.9,21
002815,崇达技术,2022,3,0,1,0,8,-0.19,3.05,12
002816,和科达,2022,0,0,0,0,1,-0.24,2.72,1
002817,黄山胶囊,2022,0,0,0,0,4,-0.25,2.68,4
002818,富森美,2022,0,0,0,0,20,-0.27,2.49,20
002819,东方中科,2022,16,15,2,0,3,0.33,6.63,36
002820,桂发祥,2022,0,0,0,0,2,-0.24,2.7,2
002821,凯莱英,2022,4,1,0,0,9,-0.17,3.2,14
002822,ST中装,2022,0,7,1,4,1,0.23,5.89,13
002823,凯中精密,2022,0,0,0,0,3,-0.24,2.69,3
002824,和胜股份,2022,0,0,0,0,15,-0.27,2.55,15
002825,纳尔股份,2022,0,0,0,0,1,-0.24,2.72,1
002826,易明医药,2022,0,0,0,0,1,-0.24,2.72,1
002827,高争民爆,2022,0,0,0,0,2,-0.24,2.7,2
002828,贝肯能源,2022,0,0,0,0,0,-0.24,2.73,0
002829,星网宇达,2022,5,0,1,0,1,-0.15,3.35,7
002830,名雕股份,2022,0,3,0,0,2,-0.18,3.1,5
002831,裕同科技,2022,0,2,5,0,33,-0.2,3,40
002832,比音勒芬,2022,1,2,0,0,1,-0.19,3.09,4
002833,弘亚数控,2022,1,1,0,0,11,-0.22,2.84,13
002835,同为股份,2022,25,12,13,0,5,0.55,8.11,55
002836,新宏泽,2022,0,0,0,0,0,-0.24,2.73,0
002837,英维克,2022,0,4,9,0,2,-0.06,3.97,15
002838,道恩股份,2022,0,0,1,0,0,-0.23,2.81,1
002839,张家港行,2022,1,2,1,0,5,-0.18,3.13,9
002840,华统股份,2022,0,0,0,0,4,-0.25,2.68,4
002841,视源股份,2022,13,8,5,0,15,0.16,5.47,41
002842,翔鹭钨业,2022,0,0,2,0,6,-0.23,2.82,8
002843,泰嘉股份,2022,0,0,3,0,17,-0.23,2.77,20
002845,同兴达,2022,0,2,0,0,8,-0.21,2.9,10
002846,英联股份,2022,0,0,0,0,4,-0.25,2.68,4
002847,盐津铺子,2022,0,1,0,0,48,-0.3,2.28,49
002848,高斯贝尔,2022,4,0,1,0,3,-0.17,3.22,8
002849,威星智能,2022,2,2,37,0,6,0.26,6.15,47
002850,科达利,2022,0,0,0,0,2,-0.24,2.7,2
002851,麦格米特,2022,1,1,9,0,10,-0.11,3.58,21
002852,道道全,2022,1,1,2,0,9,-0.2,3.03,13
002853,皮阿诺,2022,2,0,1,0,15,-0.22,2.85,18
002855,捷荣技术,2022,2,7,4,0,16,-0.05,4.01,29
002856,美芝股份,2022,0,0,0,0,2,-0.24,2.7,2
002857,三晖电气,2022,1,2,6,0,15,-0.14,3.41,24
002858,力盛体育,2022,31,18,2,0,4,0.64,8.7,55
002859,洁美科技,2022,1,1,2,0,7,-0.19,3.05,11
002860,星帅尔,2022,0,0,0,0,2,-0.24,2.7,2
002861,瀛通通讯,2022,3,4,2,0,8,-0.1,3.66,17
002862,实丰文化,2022,1,1,0,5,3,0.19,5.64,10
002863,今飞凯达,2022,0,1,5,0,8,-0.17,3.17,14
002864,盘龙药业,2022,0,0,0,0,0,-0.24,2.73,0
002865,钧达股份,2022,0,0,0,0,0,-0.24,2.73,0
002866,传艺科技,2022,0,0,0,0,1,-0.24,2.72,1
002867,周大生,2022,1,0,0,0,3,-0.23,2.8,4
002868,绿康生化,2022,0,0,0,0,1,-0.24,2.72,1
002869,金溢科技,2022,18,16,10,1,57,0.47,7.53,102
002870,香山股份,2022,0,1,0,0,12,-0.24,2.72,13
002871,伟隆股份,2022,0,0,0,0,1,-0.24,2.72,1
002872,ST天圣,2022,2,0,0,0,11,-0.23,2.82,13
002873,新天药业,2022,0,1,2,0,6,-0.21,2.95,9
002875,安奈儿,2022,0,0,0,1,2,-0.16,3.24,3
002876,三利谱,2022,0,5,0,0,1,-0.14,3.38,6
002877,智能自控,2022,1,0,1,0,4,-0.22,2.87,6
002878,元隆雅图,2022,14,2,0,6,37,0.44,7.36,59
002879,长缆科技,2022,0,0,0,0,0,-0.24,2.73,0
002880,卫光生物,2022,0,0,0,0,0,-0.24,2.73,0
002881,美格智能,2022,10,2,74,1,9,0.91,10.56,96
002882,金龙羽,2022,0,0,0,0,8,-0.25,2.63,8
002883,中设股份,2022,3,2,4,1,32,-0.08,3.81,42
002884,凌霄泵业,2022,0,0,0,0,0,-0.24,2.73,0
002885,京泉华,2022,0,0,0,0,4,-0.25,2.68,4
002886,沃特股份,2022,0,0,2,0,4,-0.22,2.84,6
002887,绿茵生态,2022,1,0,3,0,0,-0.19,3.08,4
002888,惠威科技,2022,0,0,0,0,0,-0.24,2.73,0
002889,东方嘉盛,2022,5,7,7,0,19,0.03,4.56,38
002890,弘宇股份,2022,0,0,0,0,1,-0.24,2.72,1
002891,中宠股份,2022,0,0,0,0,14,-0.26,2.56,14
002892,科力尔,2022,8,1,2,0,33,-0.12,3.52,44
002893,华通热力,2022,0,2,0,0,1,-0.2,2.98,3
002895,川恒股份,2022,0,0,0,0,0,-0.24,2.73,0
002896,中大力德,2022,3,1,1,0,11,-0.18,3.14,16
